1, 128, 128, 128, 128, 7, 1, 0.282624
1, 122, 122, 122, 128, 2, 1, 0.669696
1, 3, 122, 122, 4, 4, 4, 0.0512
1, 122, 3, 122, 32, 1, 4, 0.02048
1, 122, 122, 3, 32, 4, 1, 0.020992
1, 3, 3, 122, 8, 4, 2, 0.009728
1, 3, 122, 3, 16, 4, 1, 0.009728
1, 122, 3, 3, 32, 4, 1, 0.009216
1, 3, 3, 3, 32, 8, 1, 0.009216
1, 3, 3, 3, 16, 12, 2, 0.004608
1, 122, 122, 3, 32, 1, 10, 0.009216
1, 3, 122, 3, 12, 8, 1, 0.00512
1, 122, 3, 3, 64, 1, 1, 0.00512
1, 122, 3, 122, 32, 13, 2, 0.009216
1, 3, 3, 122, 32, 6, 1, 0.00512
1, 122, 122, 122, 128, 6, 1, 0.28416
1, 3, 122, 122, 4, 4, 2, 0.030208
1, 128, 128, 128, 128, 6, 1, 0.195584
1, 128, 128, 128, 32, 1, 1, 1.13664
1, 128, 128, 128, 32, 1, 1, 0.283136
1, 122, 122, 122, 128, 2, 1, 0.669184
1, 3, 122, 122, 4, 4, 4, 0.050688
1, 122, 3, 122, 32, 1, 4, 0.02048
1, 122, 122, 3, 32, 7, 1, 0.020992
1, 3, 3, 122, 4, 4, 2, 0.009728
1, 3, 122, 3, 16, 4, 1, 0.009728
1, 122, 3, 3, 48, 2, 1, 0.009728
1, 3, 3, 3, 24, 4, 1, 0.009216
1, 3, 3, 3, 16, 2, 2, 0.004608
1, 122, 122, 3, 96, 1, 1, 0.009728
1, 3, 122, 3, 16, 8, 1, 0.00512
1, 122, 3, 3, 24, 4, 1, 0.00512
1, 122, 3, 122, 32, 13, 2, 0.009728
1, 3, 3, 122, 12, 8, 1, 0.00512
1, 122, 122, 122, 128, 6, 1, 0.284672
1, 3, 122, 122, 4, 4, 4, 0.030208
1, 128, 128, 128, 128, 6, 1, 0.195072
1, 128, 128, 128, 32, 1, 1, 1.13408
1, 128, 128, 128, 32, 1, 1, 0.280064
1, 122, 122, 122, 128, 2, 1, 0.670208
1, 3, 122, 122, 4, 4, 4, 0.0512
1, 122, 3, 122, 32, 1, 4, 0.020992
1, 122, 122, 3, 32, 4, 1, 0.020992
1, 3, 3, 122, 8, 4, 2, 0.009728
1, 3, 122, 3, 12, 8, 1, 0.009728
1, 122, 3, 3, 16, 2, 6, 0.009216
